Fake Student Identifier,Gender,Age at Semester Start,Domestic / international status,Mode of Study,Semester,Fake UoS Identifier,UoS Mark,UoS changes before Week 1,UoS changes before Week 2,UoS changes before census date,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
1050,F,18 and under,Domestic,Full Time,1,UNIT I,86,10,20,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2327,F,19-21,International,Full Time,2,UNIT F,75,10,10,10,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
185,M,19-21,International,Full Time,1,UNIT A,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2256,F,19-21,Domestic,Full Time,2,UNIT D,83,22,22,22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
491,F,19-21,Domestic,Full Time,1,UNIT C,70,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2965,M,19-21,Domestic,Full Time,1,UNIT B,69,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,F,18 and under,Domestic,Full Time,1,UNIT A,50,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2657,F,19-21,Domestic,Full Time,1,UNIT A,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2450,F,19-21,Domestic,Full Time,1,UNIT H,64,24,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3571,F,Over 25,Domestic,Part Time,2,UNIT D,76,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1959,F,19-21,International,Full Time,1,UNIT I,60,0,8,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187,F,19-21,International,Full Time,1,UNIT I,50,0,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3763,M,19-21,International,Full Time,1,UNIT A,83,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2645,F,19-21,Domestic,Full Time,1,UNIT C,57,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,M,19-21,Domestic,Full Time,1,UNIT C,83,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1305,M,19-21,Domestic,Full Time,1,UNIT K,97,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2301,F,19-21,Domestic,Full Time,1,UNIT C,43,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2040,M,19-21,Domestic,Full Time,2,UNIT A,52,8,8,8,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
3828,F,19-21,Domestic,Full Time,2,UNIT J,28,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2296,F,18 and under,Domestic,Full Time,2,UNIT F,79,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3537,M,18 and under,International,Full Time,2,UNIT D,72,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2873,F,18 and under,Domestic,Full Time,1,UNIT K,81,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1329,M,19-21,International,Full Time,1,UNIT I,39,0,0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3776,M,19-21,Domestic,Full Time,2,UNIT D,76,6,6,6,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1185,F,19-21,International,Full Time,1,UNIT M,74,16,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1273,M,19-21,International,Full Time,1,UNIT I,79,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1348,M,18 and under,International,Full Time,1,UNIT A,56,0,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1297,M,22-25,International,Full Time,1,UNIT H,68,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1278,F,19-21,Domestic,Full Time,1,UNIT A,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3362,M,19-21,International,Full Time,2,UNIT A,80,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1140,F,19-21,International,Full Time,2,UNIT J,83,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1592,M,19-21,International,Full Time,1,UNIT I,53,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,F,19-21,Domestic,Full Time,2,UNIT F,70,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,M,19-21,Domestic,Full Time,1,UNIT I,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2383,M,19-21,Domestic,Full Time,2,UNIT A,77,10,10,14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
2664,F,Over 25,Domestic,Full Time,1,UNIT B,65,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,M,19-21,International,Full Time,1,UNIT I,86,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3097,M,19-21,Domestic,Full Time,2,UNIT E,88,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3937,F,19-21,Domestic,Full Time,1,UNIT A,82,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1670,F,19-21,Domestic,Full Time,2,UNIT F,70,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1623,M,19-21,Domestic,Full Time,1,UNIT A,56,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1108,M,19-21,International,Full Time,1,UNIT I,70,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2982,M,19-21,Domestic,Full Time,2,UNIT J,70,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
524,F,19-21,Domestic,Full Time,1,UNIT I,78,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3743,M,19-21,International,Full Time,2,UNIT E,63,6,10,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,F,19-21,International,Full Time,1,UNIT C,53,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2400,F,19-21,Domestic,Full Time,2,UNIT D,77,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1561,F,19-21,Domestic,Full Time,2,UNIT F,44,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1496,F,18 and under,Domestic,Full Time,1,UNIT A,79,16,22,26,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1668,M,19-21,International,Full Time,1,UNIT A,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,F,19-21,Domestic,Full Time,2,UNIT G,80,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,F,19-21,Domestic,Full Time,1,UNIT I,55,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2529,F,19-21,International,Full Time,2,UNIT B,79,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3773,M,19-21,Domestic,Full Time,1,UNIT I,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1800,F,19-21,International,Full Time,1,UNIT L,71,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2390,F,19-21,Domestic,Full Time,1,UNIT A,31,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2416,F,18 and under,Domestic,Full Time,2,UNIT N,45,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,F,18 and under,Domestic,Full Time,1,UNIT I,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4187,F,19-21,Domestic,Full Time,2,UNIT D,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2870,F,18 and under,International,Full Time,2,UNIT B,80,8,12,14,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2139,M,22-25,Domestic,Part Time,2,UNIT N,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1695,F,19-21,International,Full Time,2,UNIT D,62,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2360,F,19-21,Domestic,Full Time,1,UNIT A,60,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3425,M,19-21,Domestic,Full Time,1,UNIT B,63,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,F,19-21,Domestic,Full Time,2,UNIT G,57,36,36,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2184,F,19-21,International,Full Time,1,UNIT I,79,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1683,F,19-21,Domestic,Full Time,2,UNIT D,75,14,16,16,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2236,M,18 and under,Domestic,Full Time,1,UNIT B,81,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2186,F,18 and under,Domestic,Full Time,2,UNIT B,82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2559,F,19-21,Domestic,Full Time,1,UNIT I,80,18,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,M,19-21,Domestic,Full Time,2,UNIT G,50,14,18,22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3830,M,19-21,International,Full Time,2,UNIT B,65,0,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
998,M,19-21,Domestic,Full Time,1,UNIT A,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1162,F,22-25,International,Full Time,2,UNIT J,57,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
778,F,19-21,International,Full Time,2,UNIT G,71,14,14,14,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
2650,F,19-21,International,Full Time,1,UNIT I,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3938,M,19-21,International,Full Time,1,UNIT I,22,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
281,M,22-25,International,Full Time,2,UNIT J,82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3840,M,19-21,International,Full Time,1,UNIT O,37,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1470,F,19-21,International,Full Time,2,UNIT D,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,M,19-21,Domestic,Full Time,2,UNIT D,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1479,F,22-25,Domestic,Full Time,1,UNIT I,44,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2736,M,19-21,Domestic,Full Time,2,UNIT J,85,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,M,19-21,Domestic,Full Time,2,UNIT A,84,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3293,M,19-21,Domestic,Full Time,2,UNIT G,71,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3215,M,19-21,International,Full Time,1,UNIT A,32,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3995,F,18 and under,Domestic,Full Time,2,UNIT G,73,20,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
943,F,19-21,International,Full Time,2,UNIT A,89,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2820,F,19-21,Domestic,Full Time,1,UNIT C,52,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2580,F,19-21,International,Full Time,2,UNIT D,69,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3294,F,19-21,Domestic,Full Time,2,UNIT F,58,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2681,M,19-21,Domestic,Full Time,2,UNIT B,65,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3807,M,19-21,International,Full Time,1,UNIT A,53,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580,F,19-21,International,Full Time,1,UNIT I,66,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2297,F,18 and under,Domestic,Full Time,2,UNIT G,59,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1896,M,19-21,Domestic,Full Time,2,UNIT D,80,10,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1222,F,18 and under,Domestic,Full Time,2,UNIT B,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2455,F,18 and under,Domestic,Full Time,1,UNIT K,73,2,2,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2802,M,18 and under,International,Full Time,1,UNIT A,63,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3765,F,19-21,Domestic,Full Time,2,UNIT F,72,10,10,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2698,F,Over 25,Domestic,Part Time,1,UNIT I,84,8,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
780,F,19-21,Domestic,Full Time,2,UNIT G,73,16,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2223,F,19-21,Domestic,Full Time,2,UNIT J,25,4,4,6,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
336,F,19-21,Domestic,Full Time,1,UNIT O,71,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,F,Over 25,International,Full Time,2,UNIT A,78,8,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3170,M,19-21,International,Full Time,1,UNIT I,99,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1451,M,19-21,Domestic,Full Time,1,UNIT I,68,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
202,M,Over 25,Domestic,Full Time,1,UNIT A,65,10,10,12,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3424,F,18 and under,Domestic,Full Time,2,UNIT A,62,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3030,F,19-21,Domestic,Full Time,2,UNIT N,57,20,22,22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1738,F,18 and under,Domestic,Full Time,2,UNIT F,82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3665,M,19-21,Domestic,Full Time,2,UNIT G,50,14,22,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1219,M,19-21,Domestic,Full Time,1,UNIT K,78,12,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,F,19-21,Domestic,Full Time,2,UNIT D,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3411,F,19-21,International,Full Time,2,UNIT J,74,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,M,19-21,International,Full Time,2,UNIT B,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2497,M,19-21,Domestic,Full Time,1,UNIT O,37,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4110,F,19-21,Domestic,Full Time,1,UNIT B,75,20,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2443,F,19-21,International,Full Time,1,UNIT I,76,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1140,F,19-21,International,Full Time,2,UNIT N,88,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3698,M,19-21,Domestic,Full Time,1,UNIT H,71,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2952,M,19-21,Domestic,Full Time,1,UNIT O,81,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1467,M,19-21,Domestic,Full Time,2,UNIT J,73,8,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4194,F,19-21,International,Full Time,1,UNIT A,72,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2629,M,18 and under,International,Full Time,2,UNIT J,68,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2361,M,Over 25,Domestic,Full Time,2,UNIT G,74,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,F,19-21,International,Full Time,1,UNIT I,82,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3464,M,18 and under,Domestic,Full Time,1,UNIT O,71,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3847,M,18 and under,Domestic,Full Time,2,UNIT J,70,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
917,F,18 and under,Domestic,Full Time,1,UNIT B,85,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1052,F,19-21,Domestic,Full Time,2,UNIT A,85,36,38,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1821,F,18 and under,Domestic,Full Time,1,UNIT B,56,16,16,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,M,19-21,International,Full Time,2,UNIT G,64,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
3185,M,19-21,Domestic,Full Time,2,UNIT J,34,28,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3554,F,19-21,International,Full Time,1,UNIT A,63,6,16,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1763,M,18 and under,Domestic,Full Time,1,UNIT O,72,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2821,M,19-21,International,Full Time,1,UNIT I,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2336,F,19-21,International,Full Time,1,UNIT I,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,F,19-21,International,Full Time,2,UNIT A,75,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3965,F,18 and under,Domestic,Full Time,2,UNIT J,91,32,32,32,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3026,F,19-21,International,Full Time,2,UNIT D,51,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3508,F,19-21,International,Full Time,2,UNIT G,59,6,6,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1235,F,19-21,International,Full Time,1,UNIT A,62,0,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2547,F,19-21,Domestic,Full Time,1,UNIT O,71,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,F,19-21,Domestic,Full Time,2,UNIT F,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1171,M,19-21,Domestic,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2990,M,19-21,International,Full Time,2,UNIT J,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,M,19-21,International,Full Time,2,UNIT D,78,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1629,M,19-21,Domestic,Full Time,1,UNIT M,66,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1941,F,19-21,Domestic,Full Time,2,UNIT D,59,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1537,F,22-25,Domestic,Full Time,1,UNIT A,34,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1839,M,19-21,International,Full Time,1,UNIT A,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1431,M,19-21,Domestic,Full Time,1,UNIT C,68,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
2946,M,19-21,Domestic,Full Time,2,UNIT D,83,12,12,12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3219,F,19-21,Domestic,Full Time,1,UNIT A,69,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3094,M,19-21,Domestic,Full Time,2,UNIT N,75,0,0,2,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0
2833,F,18 and under,Domestic,Full Time,1,UNIT B,57,12,16,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2746,M,19-21,International,Full Time,2,UNIT E,59,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,F,18 and under,Domestic,Full Time,1,UNIT A,70,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3732,F,19-21,Domestic,Full Time,2,UNIT G,76,14,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,M,19-21,Domestic,Full Time,2,UNIT J,82,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3953,F,19-21,Domestic,Full Time,1,UNIT I,76,6,14,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,M,18 and under,Domestic,Full Time,1,UNIT O,58,18,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4152,M,19-21,Domestic,Full Time,2,UNIT J,63,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1352,M,18 and under,Domestic,Full Time,1,UNIT I,70,0,4,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3885,M,19-21,International,Full Time,2,UNIT B,62,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2153,M,18 and under,Domestic,Full Time,1,UNIT I,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264,M,18 and under,Domestic,Full Time,1,UNIT C,64,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
931,F,19-21,International,Full Time,2,UNIT N,61,12,12,12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2421,F,19-21,Domestic,Full Time,1,UNIT O,86,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393,M,19-21,Domestic,Full Time,2,UNIT J,59,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062,M,19-21,International,Full Time,1,UNIT K,78,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
854,F,19-21,Domestic,Full Time,1,UNIT I,78,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3794,M,19-21,International,Full Time,2,UNIT D,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
953,F,19-21,Domestic,Full Time,1,UNIT M,72,16,18,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3004,F,19-21,International,Full Time,2,UNIT A,70,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
907,M,19-21,Domestic,Full Time,2,UNIT J,74,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3469,M,19-21,International,Full Time,2,UNIT D,75,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062,M,19-21,International,Full Time,1,UNIT M,64,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2238,F,18 and under,Domestic,Full Time,1,UNIT M,72,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3653,F,19-21,International,Full Time,1,UNIT A,81,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1969,F,19-21,International,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,M,22-25,Domestic,Full Time,2,UNIT E,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3979,M,19-21,International,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1526,M,19-21,Domestic,Full Time,1,UNIT K,83,16,16,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2885,M,22-25,International,Full Time,1,UNIT B,62,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3709,F,19-21,Domestic,Full Time,1,UNIT O,56,4,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2947,F,19-21,Domestic,Full Time,2,UNIT J,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3064,F,19-21,International,Full Time,1,UNIT C,61,0,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3076,M,18 and under,Domestic,Full Time,2,UNIT G,82,6,6,6,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
3440,M,19-21,Domestic,Full Time,2,UNIT J,65,8,8,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3901,F,19-21,International,Full Time,2,UNIT F,75,0,4,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3349,M,19-21,Domestic,Full Time,1,UNIT B,30,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,F,19-21,International,Full Time,2,UNIT J,29,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2458,F,19-21,International,Full Time,2,UNIT D,46,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
862,F,19-21,Domestic,Full Time,2,UNIT A,54,20,20,20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3925,M,19-21,Domestic,Full Time,2,UNIT N,74,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,M,19-21,International,Full Time,1,UNIT I,79,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2557,M,22-25,Domestic,Full Time,1,UNIT H,50,0,2,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2599,F,19-21,International,Full Time,1,UNIT L,73,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4018,F,18 and under,Domestic,Full Time,2,UNIT F,51,8,10,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
277,F,19-21,Domestic,Full Time,1,UNIT K,75,18,22,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,F,19-21,International,Full Time,1,UNIT H,79,14,18,22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1363,F,19-21,International,Full Time,1,UNIT I,84,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2275,F,19-21,International,Full Time,2,UNIT B,42,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3114,F,19-21,Domestic,Full Time,2,UNIT G,67,10,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
855,F,18 and under,International,Full Time,1,UNIT I,62,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1659,F,19-21,International,Full Time,1,UNIT A,37,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,M,22-25,International,Full Time,1,UNIT A,76,2,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1784,M,19-21,Domestic,Full Time,1,UNIT I,86,22,28,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4106,F,19-21,Domestic,Full Time,1,UNIT O,78,6,6,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
558,F,18 and under,International,Full Time,2,UNIT E,55,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
40,F,18 and under,International,Full Time,1,UNIT A,59,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3107,M,19-21,Domestic,Full Time,2,UNIT G,64,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4061,M,19-21,Domestic,Full Time,1,UNIT B,70,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
